image,url,sections,page_path,published_at,title,updated_at,type,description,external_id,popularity,info,highlight,id,color_number,ColorValue,WarmCool,color_hex,color_name,Undertone,language,Family,Shade,Interior/Exterior,cdp,Color Collection,PrimaryColorFamily,Mood,Project,Style
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-104-raintree-green-CC-560-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/cc-560/raintree-green,"['Raintree Green', 'Matching Colors', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/cc-560/raintree-green,2024-07-22T01:59:10Z,Raintree Green CC-560 | Benjamin Moore,2024-07-22T01:59:10Z,Color,A touch of gray mellows out this olive green hue.,ab9a6539df5b50a38628f5cc2acabb75c7999a76,1,,"{'title': 'Raintree <em>Green</em> CC-560 | Benjamin Moore', 'sections': 'Raintree <em>Green</em>', 'description': 'A touch of gray mellows out this olive <em>green</em> hue.', 'color_name': 'Raintree <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;cc-560&#x2F;raintree-<em>green</em>'}",62427ac4e7b9d2b1fa0f59cd,CC-560,Medium,Cool,9A9C87,Raintree Green,Gray,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-082-webster-green-HC-130-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/hc-130/webster-green,"['Webster Green', 'Matching Colors', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/hc-130/webster-green,2024-07-31T00:53:51Z,Webster Green HC-130 | Benjamin Moore,2024-07-03T16:09:35Z,Color,A dark green with a crisp and clean finish.,ce328a01b34e2cdd57137b162c6d338ea00b8def,1,,"{'title': 'Webster <em>Green</em> HC-130 | Benjamin Moore', 'sections': 'Webster <em>Green</em>', 'description': 'A dark <em>green</em> with a crisp and clean finish.', 'color_name': 'Webster <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;hc-130&#x2F;webster-<em>green</em>', 'Family': '<em>Green</em>'}",6242fcb428ccbc13e7dda844,HC-130,,,64806C,Webster Green,,,Green,Dark,"['Interior', 'Exterior']",true,Historical Colors,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-078-galapagos-green-475-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/475/galapagos-green,"['Galápagos Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/475/galapagos-green,2024-06-29T16:16:54Z,Galápagos Green 475 | Benjamin Moore,2024-06-29T16:16:53Z,Color,A hint of gray brings a polished finish to this dark moss green.,99782240d54c6e2fb7d7a06658271fca79c81410,1,,"{'title': 'Galápagos <em>Green</em> 475 | Benjamin Moore', 'sections': 'Galápagos <em>Green</em>', 'description': 'A hint of gray brings a polished finish to this dark moss <em>green</em>.', 'color_name': 'Galápagos <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;475&#x2F;galapagos-<em>green</em>'}",6242a05f64441ff4a9005c5c,475,Dark,Warm,7B8068,Galápagos Green,Brown,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/yellow-paint-068-hawthorne-green-379-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/379/hawthorne-green,"['Hawthorne Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/379/hawthorne-green,2024-07-21T19:43:18Z,Hawthorne Green 379 | Benjamin Moore,2024-07-21T19:43:17Z,Color,A light beige delicately shaded with hints of green and yellow.,4258bc691814e8c398f96a8aa1d47949b0d3ef49,1,,"{'title': 'Hawthorne <em>Green</em> 379 | Benjamin Moore', 'sections': 'Hawthorne <em>Green</em>', 'description': 'A light beige delicately shaded with hints of <em>green</em> and yellow.', 'color_name': 'Hawthorne <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;379&#x2F;hawthorne-<em>green</em>'}",6242e0f9196a67fff5896f50,379,Light,Warm,ECE6C6,Hawthorne Green,,,,,,,,Yellow,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-125-iced-green-673-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/673/iced-green,"['Iced Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/673/iced-green,2024-07-21T20:00:00Z,Iced Green 673 | Benjamin Moore,2024-07-21T20:00:00Z,Color,"A whisper of gray gives this light green a cool, frosty cast.",770bf121a17b9093507605fb5c6a0d3870fea4d6,1,,"{'title': 'Iced <em>Green</em> 673 | Benjamin Moore', 'sections': 'Iced <em>Green</em>', 'description': 'A whisper of gray gives this light <em>green</em> a cool, frosty cast.', 'color_name': 'Iced <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;673&#x2F;iced-<em>green</em>'}",6242f2fae7b9d24eeb0f5140,673,Light,Cool,C6DEDA,Iced Green,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-082-dartsmouth-green-691-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/691/dartsmouth-green,"['Dartsmouth Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/691/dartsmouth-green,2024-07-21T20:36:25Z,Dartsmouth Green 691 | Benjamin Moore,2024-07-21T20:36:25Z,Color,"Gently faded, this herbaceous green brings an assured elegance to a space.",118e67e160080ebf715be2db3955ba85806e95fc,1,,"{'title': 'Dartsmouth <em>Green</em> 691 | Benjamin Moore', 'sections': 'Dartsmouth <em>Green</em>', 'description': 'Gently faded, this herbaceous <em>green</em> brings an assured elegance to a space.', 'color_name': 'Dartsmouth <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;691&#x2F;dartsmouth-<em>green</em>'}",6242a0d364441f54b9005a7d,691,Medium,Cool,748E88,Dartsmouth Green,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-082-annapolis-green-687-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/687/annapolis-green,"['Annapolis Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/687/annapolis-green,2024-07-21T20:40:28Z,Annapolis Green 687 | Benjamin Moore,2024-07-21T20:40:28Z,Color,The slightest trace green comes through in this icy gray-blue.,4304411f38023b84df4a5c3b70dd50afb96bb51d,1,,"{'title': 'Annapolis <em>Green</em> 687 | Benjamin Moore', 'sections': 'Annapolis <em>Green</em>', 'description': 'The slightest trace <em>green</em> comes through in this icy gray-blue.', 'color_name': 'Annapolis <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;687&#x2F;annapolis-<em>green</em>'}",624274a6e7b9d22e6a0f513a,687,Light,Cool,C1D2CE,Annapolis Green,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-102-glazed-green-499-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/499/glazed-green,"['Glazed Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/499/glazed-green,2024-07-21T20:32:51Z,Glazed Green 499 | Benjamin Moore,2024-07-21T20:32:50Z,Color,"Soft and luminous, this light pistachio green evokes the milky glaze of pottery.",d19782e4af0047b29cbaa4c669a7cd5fe9eb74a8,1,,"{'title': 'Glazed <em>Green</em> 499 | Benjamin Moore', 'sections': 'Glazed <em>Green</em>', 'description': 'Soft and luminous, this light pistachio <em>green</em> evokes the milky glaze of pottery.', 'color_name': 'Glazed <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;499&#x2F;glazed-<em>green</em>'}",6242a898e7b9d257530f6141,499,Light,Warm,D6DABF,Glazed Green,Yellow,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-103-grecian-green-507-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/507/grecian-green,"['Grecian Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/507/grecian-green,2024-07-21T20:59:01Z,Grecian Green 507 | Benjamin Moore,2024-07-21T20:59:01Z,Color,A muted green that mirrors the soft patina of old relics.,98393b4804ad5453c17ced810c5409b2acbe80e7,1,,"{'title': 'Grecian <em>Green</em> 507 | Benjamin Moore', 'sections': 'Grecian <em>Green</em>', 'description': 'A muted <em>green</em> that mirrors the soft patina of old relics.', 'color_name': 'Grecian <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;507&#x2F;grecian-<em>green</em>'}",62428945196a676152896ddd,507,Medium,Warm,C3C7B1,Grecian Green,Gray,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-097-courtyard-green-546-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/546/courtyard-green,"['Courtyard Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/546/courtyard-green,2024-07-22T01:13:51Z,Courtyard Green 546 | Benjamin Moore,2024-07-22T01:13:50Z,Color,"A dark, leafy green that brings to mind a lush garden at dusk.",4506480085a56cf235649f0f8d70ac6b90f12d8a,1,,"{'title': 'Courtyard <em>Green</em> 546 | Benjamin Moore', 'sections': 'Courtyard <em>Green</em>', 'description': 'A dark, leafy <em>green</em> that brings to mind a lush garden at dusk.', 'color_name': 'Courtyard <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;546&#x2F;courtyard-<em>green</em>'}",624289ac196a67c32089531f,546,Dark,Warm,6E8454,Courtyard Green,Yellow,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-080-soothing-green-535-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/535/soothing-green,"['Soothing Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/535/soothing-green,2024-07-22T02:04:59Z,Soothing Green 535 | Benjamin Moore,2024-07-22T02:04:58Z,Color,"With its gently muted cast, this light pistachio green has a smooth, calming quality.",d02a58c0a47665146c82c91a23aebde50c985212,1,,"{'title': 'Soothing <em>Green</em> 535 | Benjamin Moore', 'sections': 'Soothing <em>Green</em>', 'description': 'With its gently muted cast, this light pistachio <em>green</em> has a smooth, calming quality.', 'color_name': 'Soothing <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;535&#x2F;soothing-<em>green</em>'}",6242f1e128ccbc77eadda17e,535,Light,Warm,D3DEBA,Soothing Green,Yellow,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-098-richmond-green-553-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/553/richmond-green,"['Richmond Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/553/richmond-green,2024-07-22T02:19:07Z,Richmond Green 553 | Benjamin Moore,2024-07-22T02:19:06Z,Color,"Rich and slightly off kilter, this grassy green evokes the charms of the English countryside.",2f24092d23a7db67a84fc6d84b6b0254610185a8,1,,"{'title': 'Richmond <em>Green</em> 553 | Benjamin Moore', 'sections': 'Richmond <em>Green</em>', 'description': 'Rich and slightly off kilter, this grassy <em>green</em> evokes the charms of the English countryside.', 'color_name': 'Richmond <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;553&#x2F;richmond-<em>green</em>'}",6242d3f928ccbc9e2edda2a0,553,Medium,Cool,5F9253,Richmond Green,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-091-springview-green-491-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/491/springview-green,"['Springview Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/491/springview-green,2024-07-21T20:42:26Z,Springview Green 491 | Benjamin Moore,2024-07-21T20:42:26Z,Color,"Colored with a touch of warm green, this downy hue suffuses a space with tranquility.",3398f45a6cdb5a04628533e89cf0a7d9b2f89f58,1,,"{'title': 'Springview <em>Green</em> 491 | Benjamin Moore', 'sections': 'Springview <em>Green</em>', 'description': 'Colored with a touch of warm <em>green</em>, this downy hue suffuses a space with tranquility.', 'color_name': 'Springview <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;491&#x2F;springview-<em>green</em>'}",6242a7b028ccbcf915ddb083,491,Light,Warm,E2E3CC,Springview Green,Yellow,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-248-green-cast-842-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/842/green-cast,"['Green Cast', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/842/green-cast,2024-07-22T04:21:51Z,Green Cast 842 | Benjamin Moore,2024-07-22T04:21:50Z,Color,"True to its name, this ultra-light hue emanates a cool green glow.",0485eb15d378243ab776e1c87d6226aed1af9981,1,,"{'title': '<em>Green</em> Cast 842 | Benjamin Moore', 'sections': '<em>Green</em> Cast', 'description': 'True to its name, this ultra-light hue emanates a cool <em>green</em> glow.', 'color_name': '<em>Green</em> Cast', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;842&#x2F;<em>green</em>-cast'}",6242fd59e7b9d22ebf0f440c,842,Light,Cool,D9E7DF,Green Cast,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-079-arlington-green-580-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/580/arlington-green,"['Arlington Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/580/arlington-green,2024-07-22T04:19:51Z,Arlington Green 580 | Benjamin Moore,2024-07-22T04:19:50Z,Color,An intense jade green further deepened with a trace of blue.,bd865afb298d428e9f80ef65865d60bb36e1fec2,1,,"{'title': 'Arlington <em>Green</em> 580 | Benjamin Moore', 'sections': 'Arlington <em>Green</em>', 'description': 'An intense jade <em>green</em> further deepened with a trace of blue.', 'color_name': 'Arlington <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;580&#x2F;arlington-<em>green</em>'}",6242ccd628ccbc671fddb2cd,580,Medium,Cool,5AB990,Arlington Green,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-105-feather-green-625-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/625/feather-green,"['Feather Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/625/feather-green,2024-07-22T04:19:04Z,Feather Green 625 | Benjamin Moore,2024-07-22T04:19:04Z,Color,A soothing aloe green with a feather-soft touch of gray.,cb82746bb2281da094d365c615fdd46a8f9d8929,1,,"{'title': 'Feather <em>Green</em> 625 | Benjamin Moore', 'sections': 'Feather <em>Green</em>', 'description': 'A soothing aloe <em>green</em> with a feather-soft touch of gray.', 'color_name': 'Feather <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;625&#x2F;feather-<em>green</em>'}",6242d9ef28ccbc9670dda6b7,625,Light,Cool,C7DDCD,Feather Green,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-084-colony-green-694-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/694/colony-green,"['Colony Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/694/colony-green,2024-07-22T03:57:05Z,Colony Green 694 | Benjamin Moore,2024-07-22T03:57:04Z,Color,Underneath this light gray hue lies the softest shade of pistachio green.,1008e7951a1f1e48f5c2141390a5633484dfb56b,1,,"{'title': 'Colony <em>Green</em> 694 | Benjamin Moore', 'sections': 'Colony <em>Green</em>', 'description': 'Underneath this light gray hue lies the softest shade of pistachio <em>green</em>.', 'color_name': 'Colony <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;694&#x2F;colony-<em>green</em>'}",6242881be7b9d2d59d0f564d,694,Light,Cool,CCD9CF,Colony Green,Gray,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-122-fresh-green-613-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/613/fresh-green,"['Fresh Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/613/fresh-green,2024-07-22T04:07:37Z,Fresh Green 613 | Benjamin Moore,2024-07-03T14:03:10Z,Color,"Intense in tone, this minty green has an almost unreal quality.",45b45e268378597ac7da8233b02c2eaf12b5a6c1,1,,"{'title': 'Fresh <em>Green</em> 613 | Benjamin Moore', 'sections': 'Fresh <em>Green</em>', 'description': 'Intense in tone, this minty <em>green</em> has an almost unreal quality.', 'color_name': 'Fresh <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;613&#x2F;fresh-<em>green</em>'}",62430134e7b9d2a8c80f4807,613,Light,Cool,83DDC5,Fresh Green,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-084-woodland-green-459-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/459/woodland-green,"['Woodland Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/459/woodland-green,2024-07-22T04:11:52Z,Woodland Green 459 | Benjamin Moore,2024-07-22T04:11:51Z,Color,"Almost a gray, this mid-tone is shaded with subtle green and blue tones.",c64011093089b871e3f7056138c7ef85d94a1d0c,1,,"{'title': 'Woodland <em>Green</em> 459 | Benjamin Moore', 'sections': 'Woodland <em>Green</em>', 'description': 'Almost a gray, this mid-tone is shaded with subtle <em>green</em> and blue tones.', 'color_name': 'Woodland <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;459&#x2F;woodland-<em>green</em>'}",6242a210e7b9d2f0550f431b,459,Medium,Cool,B3C2B5,Woodland Green,Gray,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-081-green-frappe-484-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/484/green-frappe,"['Green Frappé', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/484/green-frappe,2024-07-22T03:50:42Z,Green Frappé 484 | Benjamin Moore,2024-07-22T03:50:42Z,Color,A light-as-air green that resembles a few drops of matcha swirled in milk.,8bdd5f0747235fde31b9af83284eee1e056ea0ca,1,,"{'title': '<em>Green</em> Frappé 484 | Benjamin Moore', 'sections': '<em>Green</em> Frappé', 'description': 'A light-as-air <em>green</em> that resembles a few drops of matcha swirled in milk.', 'color_name': '<em>Green</em> Frappé', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;484&#x2F;<em>green</em>-frappe'}",6242a7c164441f8908003957,484,Light,Warm,E4E7D2,Green Frappé,Yellow,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-085-cheyenne-green-1502-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1502/cheyenne-green,"['Cheyenne Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1502/cheyenne-green,2024-07-22T03:46:14Z,Cheyenne Green 1502 | Benjamin Moore,2024-07-22T03:46:14Z,Color,A stylish gray-green reminiscent of fog settling over grassy fields.,bd9bbaf5c0676d1e4ff067d93ee0c08a1077eae2,1,,"{'title': 'Cheyenne <em>Green</em> 1502 | Benjamin Moore', 'sections': 'Cheyenne <em>Green</em>', 'description': 'A stylish gray-<em>green</em> reminiscent of fog settling over grassy fields.', 'color_name': 'Cheyenne <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;1502&#x2F;cheyenne-<em>green</em>'}",624286f8196a67834089728a,1502,Medium,Warm,AFAB93,Cheyenne Green,Gray,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-080-vienna-green-538-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/538/vienna-green,"['Vienna Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/538/vienna-green,2024-07-22T01:48:26Z,Vienna Green 538 | Benjamin Moore,2024-07-22T01:48:25Z,Color,"Warm and mellow, this medium green is subtly evocative of vintage interiors.",e8f85e149ccba49dc7ad608663581f614400fd49,1,,"{'title': 'Vienna <em>Green</em> 538 | Benjamin Moore', 'sections': 'Vienna <em>Green</em>', 'description': 'Warm and mellow, this medium <em>green</em> is subtly evocative of vintage interiors.', 'color_name': 'Vienna <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;538&#x2F;vienna-<em>green</em>'}",6242ea6ae7b9d2f5aa0f5e62,538,Medium,Warm,A6B376,Vienna Green,Yellow,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-097-country-green-540-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/540/country-green,"['Country Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/540/country-green,2024-07-22T01:48:26Z,Country Green 540 | Benjamin Moore,2024-07-22T01:48:26Z,Color,An eye-pleasing mint green toned down with a trace of gray.,2eac95b09a7116e83342d433131abf609942ab53,1,,"{'title': 'Country <em>Green</em> 540 | Benjamin Moore', 'sections': 'Country <em>Green</em>', 'description': 'An eye-pleasing mint <em>green</em> toned down with a trace of gray.', 'color_name': 'Country <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;540&#x2F;country-<em>green</em>'}",6242ec0fe7b9d29b500f5c05,540,Light,Warm,D7E4C1,Country Green,Yellow,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-102-grenada-green-432-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/432/grenada-green,"['Grenada Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/432/grenada-green,2024-07-22T01:48:25Z,Grenada Green 432 | Benjamin Moore,2024-07-22T01:48:24Z,Color,An easygoing moss green with a hint of creamy yellow undertone.,c731465f1a256ebc59b554c2794abbaddb85341a,1,,"{'title': 'Grenada <em>Green</em> 432 | Benjamin Moore', 'sections': 'Grenada <em>Green</em>', 'description': 'An easygoing moss <em>green</em> with a hint of creamy yellow undertone.', 'color_name': 'Grenada <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;432&#x2F;grenada-<em>green</em>'}",6242ec01e7b9d287b60f3b03,432,Medium,Warm,9BAF7B,Grenada Green,Yellow,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-082-aberdeen-green-631-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/631/aberdeen-green,"['Aberdeen Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/631/aberdeen-green,2024-07-22T01:23:31Z,Aberdeen Green 631 | Benjamin Moore,2024-07-22T01:23:30Z,Color,A touch of chalky gray gives this light green a sophisticated finish.,f6ef93c98b759b48374f50fbf4e016535a5f47ff,1,,"{'title': 'Aberdeen <em>Green</em> 631 | Benjamin Moore', 'sections': 'Aberdeen <em>Green</em>', 'description': 'A touch of chalky gray gives this light <em>green</em> a sophisticated finish.', 'color_name': 'Aberdeen <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;631&#x2F;aberdeen-<em>green</em>'}",6242da8a64441fa6eb0052af,631,Light,Cool,C3D8CC,Aberdeen Green,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-080-crisp-green-534-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/534/crisp-green,"['Crisp Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/534/crisp-green,2024-07-22T02:04:58Z,Crisp Green 534 | Benjamin Moore,2024-07-22T02:04:57Z,Color,"A trace of yellow brings a fresh, fizzy feel to this light green.",949817c4cafa87b8369e2a33646c0ad1b2333ee3,1,,"{'title': 'Crisp <em>Green</em> 534 | Benjamin Moore', 'sections': 'Crisp <em>Green</em>', 'description': 'A trace of yellow brings a fresh, fizzy feel to this light <em>green</em>.', 'color_name': 'Crisp <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;534&#x2F;crisp-<em>green</em>'}",6242ea7828ccbc46f1ddb04d,534,Light,Warm,E0E9CA,Crisp Green,Yellow,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-097-huntington-green-406-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/406/huntington-green,"['Huntington Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/406/huntington-green,2024-07-30T22:59:45Z,Huntington Green 406 | Benjamin Moore,2024-07-30T22:59:45Z,Color,"Rich and earthy, this yellow-green immediately triggers the aroma of rain-soaked moss.",0b5a1b6b87169b6ffcc10b13a062b0c4537cc009,1,,"{'title': 'Huntington <em>Green</em> 406 | Benjamin Moore', 'sections': 'Huntington <em>Green</em>', 'description': 'Rich and earthy, this yellow-<em>green</em> immediately triggers the aroma of rain-soaked moss.', 'color_name': 'Huntington <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;406&#x2F;huntington-<em>green</em>', 'Family': '<em>Green</em>'}",6242ea91196a6727b7895282,406,,,95A54E,Huntington Green,,,Green,Medium,"['Interior', 'Exterior']",true,Benjamin Moore Classics&reg;,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-081-killala-green-558-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/558/killala-green,"['Killala Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/558/killala-green,2024-07-30T23:02:30Z,Killala Green 558 | Benjamin Moore,2024-07-03T16:48:54Z,Color,An intense lime green that echoes the otherworldly hues of the Irish landscape.,bbab92463fce08ff808f0be54d90b6ce36f6f4b7,1,,"{'title': 'Killala <em>Green</em> 558 | Benjamin Moore', 'sections': 'Killala <em>Green</em>', 'description': 'An intense lime <em>green</em> that echoes the otherworldly hues of the Irish landscape.', 'color_name': 'Killala <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;558&#x2F;killala-<em>green</em>', 'Family': '<em>Green</em>'}",6242eb7de7b9d293370f43ff,558,,,84CB6B,Killala Green,,,Green,Medium,"['Interior', 'Exterior']",true,Benjamin Moore Classics&reg;,,,,
